PERIODO,id,TITULO_PROYECTO,PRODUCTORA_RAZON_SOCIAL,TIPO_PRODUCCION,FECHA_RODAJE,FECHA_RODAJE,DIRECCION,CALLE,ALTURA,BARRIO,COMUNA,CP,CPA,lon,lat
2014,1103,Playas De Buenos Aires,Casares Nicolas Otero Sebastian Sh,Cine Publicitario,30/12/2014,30/12/2014,AZCUENAGA 1,AZCUENAGA,1,BALVANERA,COMUNA 3,1029,C1029AAA,"-5,840,043,324","-3,460,969,977"
2013,1104,Space,Rozca S.A.,Cine Publicitario,21/12/2013,21/12/2013,AZCUENAGA 1,AZCUENAGA,1,BALVANERA,COMUNA 3,1029,C1029AAA,"-5,840,043,324","-3,460,969,977"
2014,1105,Soy Felíz,Pank Srl,Cine Publicitario,30/5/2014,30/05/2014,AZCUENAGA 100,AZCUENAGA,100,BALVANERA,COMUNA 3,1029,C1029AAB,"-584,006,004","-3,460,864,717"
2012,1106,Un Amor En Varios Formatos,Fundacion Novum,Estudiantes,1/4/2012,01/04/2012,AZCUENAGA 1101,AZCUENAGA,1101,RECOLETA,COMUNA 2,1115,C1115AAG,"-5,839,989,829","-3,459,509,677"
2012,1107,Matar Un Perro,Fundacion Del Cine,Estudiantes,28/7/2012,28/07/2012,AZCUENAGA 1200,AZCUENAGA,1200,RECOLETA,COMUNA 2,1115,C1115AAH,"-5,839,958,368","-345,942,038"
2012,1108,Addzero,Ladoblea S.A.,Cine Publicitario,6/12/2012,06/12/2012,AZCUENAGA 140,AZCUENAGA,140,BALVANERA,COMUNA 3,1029,C1029AAD,"-5,840,063,743","-3,460,808,805"
2014,1109,Chandon Siempre Hay Razones,Landia S.R.L.,Cine Publicitario,28/7/2014,28/07/2014,AZCUENAGA 150,AZCUENAGA,150,BALVANERA,COMUNA 3,1029,C1029AAD,"-5,840,064,367","-3,460,799,921"
2014,1110,Reales 2014,Ladoblea S.A.,Cine Publicitario,24/1/2014,24/01/2014,AZCUENAGA 152,AZCUENAGA,152,BALVANERA,COMUNA 3,1029,C1029AAD,"-5,840,064,492","-3,460,798,144"
2011,1111,Andes Norte,Landia S.R.L.,Cine Publicitario,31/8/2011,31/08/2011,AZCUENAGA 158,AZCUENAGA,158,BALVANERA,COMUNA 3,1029,C1029AAD,"-584,006,287","-3,460,821,242"
2011,1112,Body Lenguage,Metropolis Films Sa,Largometraje,8/4/2011,08/04/2011,AZCUENAGA 158,AZCUENAGA,158,BALVANERA,COMUNA 3,1029,C1029AAD,"-584,006,287","-3,460,821,242"
2011,1113,Body Lenguage,Metropolis Films Sa,Largometraje,14/4/2011,14/04/2011,AZCUENAGA 158,AZCUENAGA,158,BALVANERA,COMUNA 3,1029,C1029AAD,"-584,006,287","-3,460,821,242"
2011,1114,Body Lenguage,Metropolis Films Sa,Largometraje,10/4/2011,10/04/2011,AZCUENAGA 158,AZCUENAGA,158,BALVANERA,COMUNA 3,1029,C1029AAD,"-584,006,287","-3,460,821,242"
2013,1115,El Inventor De Juegos,Pampa Films Sa,Largometraje Nacional,14/7/2013,14/07/2013,AZCUENAGA 158,AZCUENAGA,158,BALVANERA,COMUNA 3,1029,C1029AAD,"-584,006,287","-3,460,821,242"
2013,1116,El Inventor De Juegos,Pampa Films Sa,Largometraje Nacional,24/7/2013,24/07/2013,AZCUENAGA 1654,AZCUENAGA,1654,RECOLETA,COMUNA 2,1128,C1128AAB,"-5,839,703,147","-3,458,994,339"
2011,1117,Riachuelo,Onyx Films Sa,Cine Publicitario,18/1/2011,18/01/2011,AZCUENAGA 1800,AZCUENAGA,1800,RECOLETA,COMUNA 2,1128,C1128AAD,"-5,839,596,361","-3,458,860,628"
2011,1118,El Muerto Y Ser Felíz,Utopica Cine,Largometraje Con I.N.C.A.A.,31/3/2011,31/03/2011,AZCUENAGA 1866,AZCUENAGA,1866,RECOLETA,COMUNA 2,1128,C1128AAF,"-5,839,550,565","-3,458,804,818"
2011,1119,Marlboro,Rebolucion S.A.,Cine Publicitario,19/12/2011,19/12/2011,AZCUENAGA 1956,AZCUENAGA,1956,RECOLETA,COMUNA 2,1128,C1128AAH,"-5,839,477,042","-3,458,714,553"
2015,1120,Movistar - Youtubers,Lnd Srl,Cine Publicitario,18/10/2015,18/10/2015,AZCUENAGA 354,AZCUENAGA,354,BALVANERA,COMUNA 3,1029,C1029AAH,"-58,400,835","-3,460,537,734"
2013,1121,Coca Zero,Landia S.R.L.,Cine Publicitario,11/5/2013,11/05/2013,AZCUENAGA 61,AZCUENAGA,61,BALVANERA,COMUNA 3,1029,C1029AAA,"-5,840,047,487","-3,460,906,669"
2012,1122,Paseadores,Primo Audiovisual S.R.L.,Cine Publicitario,24/9/2012,24/09/2012,AZCUENAGA 901,AZCUENAGA,901,RECOLETA,COMUNA 2,1115,C1115AAC,"-5,840,061,853","-3,459,792,597"
2015,6106,Animal Politico,Professio Divinitus Sa,Programa Televisivo,9/4/2015,09/04/2015,LANZA 2288,LANZA,2288,NUEVA POMPEYA,COMUNA 4,1437,C1437CPF,"-5,842,936,967","-3,464,336,387"
2014,1124,Amarok,Cine Publicitario S.R.L.,Cine Publicitario,25/10/2014,25/10/2014,AZOPARDO 1350,AZOPARDO,1350,SAN TELMO,COMUNA 1,1107,C1107ADX,"-583,666,253","-3,462,338,213"
2013,1125,Pachorra,Cine Publicitario S.R.L.,Cine Publicitario,20/8/2013,20/08/2013,AZOPARDO 1405,AZOPARDO,1405,SAN TELMO,COMUNA 1,1107,C1107ADY,"-5,836,668,326","-3,462,413,943"
2013,1126,Quam,Missing Cat Sa,Cine Publicitario,19/10/2013,19/10/2013,AZOPARDO 1405,AZOPARDO,1405,SAN TELMO,COMUNA 1,1107,C1107ADY,"-5,836,668,326","-3,462,413,943"
2013,1127,Tafirol,Brava Cine Srl,Cine Publicitario,13/12/2013,13/12/2013,AZOPARDO 1405,AZOPARDO,1405,SAN TELMO,COMUNA 1,1107,C1107ADY,"-5,836,668,326","-3,462,413,943"
2014,1128,Brahama Moderaciones,Rebolucion S.A.,Cine Publicitario,28/9/2014,28/09/2014,AZOPARDO 1422,AZOPARDO,1422,SAN TELMO,COMUNA 1,1107,C1107ADZ,"-5,836,652,079","-3,462,431,807"
2015,1129,Sidra Real,Nunchaku Cine Srl,Cine Publicitario,30/10/2015,30/10/2015,AZOPARDO 1428,AZOPARDO,1428,SAN TELMO,COMUNA 1,1107,C1107ADZ,"-5,836,652,059","-3,462,431,983"
2013,1130,Barrios,Rebolucion S.A.,Cine Publicitario,17/8/2013,17/08/2013,AZOPARDO 1430,AZOPARDO,1430,SAN TELMO,COMUNA 1,1107,C1107ADZ,"-5,836,651,869","-3,462,433,702"
2012,1131,Motorola,Landia S.R.L.,Cine Publicitario,20/9/2012,20/09/2012,AZOPARDO 1455,AZOPARDO,1455,SAN TELMO,COMUNA 1,1107,C1107ADY,"-5,836,665,214","-3,462,438,088"
2012,1132,Sppedy Abuela,Cine Publicitario S.R.L.,Cine Publicitario,14/7/2012,14/07/2012,AZOPARDO 1455,AZOPARDO,1455,SAN TELMO,COMUNA 1,1107,C1107ADY,"-5,836,665,214","-3,462,438,088"
2015,6107,Animal Politico,Professio Divinitus Sa,Programa Televisivo,17/4/2015,17/04/2015,LANZA 2288,LANZA,2288,NUEVA POMPEYA,COMUNA 4,1437,C1437CPF,"-5,842,936,967","-3,464,336,387"
2012,1134,Puerta De Hierro,Valga Srl,Largometraje Con I.N.C.A.A.,3/6/2012,03/06/2012,AZOPARDO 301,AZOPARDO,301,MONSERRAT,COMUNA 1,1107,C1107ADC,"-5,836,817,947","-3,461,163,416"
2012,1135,Volkswagen,Rebolucion S.A.,Cine Publicitario,10/11/2012,10/11/2012,AZOPARDO 301,AZOPARDO,301,MONSERRAT,COMUNA 1,1107,C1107ADC,"-5,836,817,947","-3,461,163,416"
2013,1136,Sppedy Abuela,Cine Publicitario S.R.L.,Cine Publicitario,23/6/2013,23/06/2013,AZOPARDO 432,AZOPARDO,432,MONSERRAT,COMUNA 1,1107,C1107ADF,"-5,836,792,571","-3,461,260,377"
2014,1137,Nueva Tecno,Landia S.R.L.,Cine Publicitario,9/11/2014,09/11/2014,AZOPARDO 604,AZOPARDO,604,MONSERRAT,COMUNA 1,1107,C1107ADJ,"-5,836,760,203","-3,461,478,844"
2011,1138,Ibm,Orbit Producciones Sa,Cine Publicitario,23/7/2011,23/07/2011,AZOPARDO 720,AZOPARDO,720,SAN TELMO,COMUNA 1,1107,C1107ADL,"-5,836,754,918","-3,461,591,865"
2013,1139,Casos,Rozca S.A.,Cine Publicitario,4/3/2013,04/03/2013,AZOPARDO 750,AZOPARDO,750,SAN TELMO,COMUNA 1,1107,C1107ADL,"-5,836,750,713","-3,461,629,556"
2012,1140,Puerta De Hierro,Valga Srl,Largometraje Con I.N.C.A.A.,29/5/2012,29/05/2012,AZOPARDO 802,AZOPARDO,802,SAN TELMO,COMUNA 1,1107,C1107ADN,"-5,836,730,362","-3,461,710,276"
2015,1141,Inyeon,Fundacion Del Cine,Estudiantes,23/9/2015,23/09/2015,AZOPARDO 842,AZOPARDO,842,SAN TELMO,COMUNA 1,1107,C1107ADN,"-5,836,725,621","-3,461,751,688"
2014,1142,El Hombre Que Queriia Ser Dios,Fundacion Del Cine,Estudiantes,17/8/2014,17/08/2014,AZOPARDO 950,AZOPARDO,950,SAN TELMO,COMUNA 1,1107,C1107ADP,"-5,836,714,201","-34,618,851"
2015,1143,Inyeon,Fundacion Del Cine,Estudiantes,22/9/2015,22/09/2015,AZOPARDO 954,AZOPARDO,954,SAN TELMO,COMUNA 1,1107,C1107ADP,"-5,836,714,201","-34,618,851"
2012,1144,Mtv,Rozca S.A.,Cine Publicitario,22/8/2012,22/08/2012,AZURDUY JUANA 2601,AZURDUY JUANA,2601,NÚÑEZ,COMUNA 13,1429,C1429BZM,"-5,846,882,229","-3,455,197,746"
2011,1145,Sobre La Distancia,Fundacion Del Cine,Estudiantes,5/3/2011,05/03/2011,BACACAY 3750,BACACAY,3750,FLORESTA,COMUNA 10,1407,C1407EDJ,"-5,848,070,235","-346,310,779"
2012,1146,Listos Granja Del Sol,Películas Cortitas Sa,Cine Publicitario,7/11/2012,07/11/2012,BACACAY 4100,BACACAY,4100,VELEZ SARSFIELD,COMUNA 10,1407,C1407EDP,"-5,848,508,125","-34,632,197"
2012,1147,Sppedy Abuela,Cine Publicitario S.R.L.,Cine Publicitario,10/7/2012,10/07/2012,BACACAY 4545,BACACAY,4545,VELEZ SARSFIELD,COMUNA 10,1407,C1407EDY,"-5,849,079,392","-3,463,390,998"
2012,1148,Sppedy Abuela,Cine Publicitario S.R.L.,Cine Publicitario,11/7/2012,11/07/2012,BACACAY 4545,BACACAY,4545,VELEZ SARSFIELD,COMUNA 10,1407,C1407EDY,"-5,849,079,392","-3,463,390,998"
2013,1149,Austronata,48m2 S.A.,Cine Publicitario,17/2/2013,17/02/2013,BAEZ 199,BAEZ,199,PALERMO,COMUNA 14,1426,C1426BRC,"-5,842,997,176","-3,457,268,265"
2011,1150,La Bagoneta,Aleph Media Sa,Largometraje Con I.N.C.A.A.,31/10/2011,31/10/2011,BAEZ 205,BAEZ,205,PALERMO,COMUNA 14,1426,C1426BRE,"-5,843,020,305","-3,457,254,744"
2011,1151,Intuicion,Fundacion Del Cine,Estudiantes,17/10/2011,17/10/2011,BAEZ 212,BAEZ,212,PALERMO,COMUNA 14,1426,C1426BRF,"-5,843,024,188","-3,457,264,442"
2015,7744,Animal Politico,Professio Divinitus Sa,Programa Televisivo,29/5/2015,29/05/2015,PAZ SOLDAN 5035,PAZ SOLDAN,5035,PATERNAL,COMUNA 15,1427,C1427DSG,"-5,846,906,677","-3,459,454,313"
2015,10429,Animal Politico,Professio Divinitus Sa,Programa Televisivo,20/4/2015,20/04/2015,VIEYTES 1743,VIEYTES,1743,BARRACAS,COMUNA 4,1275,C1275AGS,"-5,837,527,485","-3,465,406,337"
2015,7766,Anonimos,Navajo Entertainment Sa,Programa Televisivo,10/8/2015,10/08/2015,"PEDRAZA, MANUELA 5180","PEDRAZA, MANUELA",5180,VILLA URQUIZA,COMUNA 12,1431,C1431AJJ,"-5,849,196,141","-3,456,494,362"
2015,9905,Anonimos,Navajo Entertainment Sa,Programa Televisivo,10/8/2015,10/08/2015,TRIUNVIRATO AV. 5825,TRIUNVIRATO AV.,5825,VILLA URQUIZA,COMUNA 12,1431,C1431FCL,"-5,849,579,584","-3,456,452,727"
2015,10072,Anonimos,Navajo Entertainment Sa,Programa Televisivo,10/8/2015,10/08/2015,"UGARTE, MANUEL 2945","UGARTE, MANUEL",2945,BELGRANO,COMUNA 13,1428,C1428BSU,"-5,846,704,078","-3,455,889,689"
2012,1157,Tesis Sobre Un Homicidio,Bdcine Srl,Largometraje Nacional,15/5/2012,15/05/2012,BAEZ 300,BAEZ,300,PALERMO,COMUNA 14,1426,C1426BRF,"-5,843,111,278","-3,457,213,433"
2011,1158,Santorini,14 Al Centro Sa,Cine Publicitario,5/4/2011,05/04/2011,BAEZ 334,BAEZ,334,PALERMO,COMUNA 14,1426,C1426BRH,"-584,315,178","-345,718,975"
2011,1159,Kotex,Pioneras Producciones Sa,Cine Publicitario,23/2/2011,23/02/2011,BAEZ 350,BAEZ,350,PALERMO,COMUNA 14,1426,C1426BRH,"-5,843,174,917","-3,457,176,221"
2011,1160,Bitburger,14 Al Centro Sa,Cine Publicitario,10/11/2011,10/11/2011,BAEZ 358,BAEZ,358,PALERMO,COMUNA 14,1426,C1426BRH,"-5,843,182,631","-3,457,171,711"
2011,1161,Tmn,Mondo Cine Srl,Cine Publicitario,7/1/2011,07/01/2011,BAEZ 358,BAEZ,358,PALERMO,COMUNA 14,1426,C1426BRH,"-5,843,182,631","-3,457,171,711"
2013,1162,Oeschle,Civiles Management Srl,Cine Publicitario,23/4/2013,23/04/2013,BAEZ 401,BAEZ,401,PALERMO,COMUNA 14,1426,C1426BRI,"-5,843,239,881","-3,457,127,619"
2014,1163,Coca Cola Retornable,Ladoblea S.A.,Cine Publicitario,13/12/2014,13/12/2014,BAHIA BLANCA 1299,BAHIA BLANCA,1299,FLORESTA,COMUNA 10,1407,C1407ABW,"-5,848,809,087","-3,462,193,383"
2013,1164,Amigos,48m2 S.A.,Cine Publicitario,14/11/2013,14/11/2013,BAHIA BLANCA 1400,BAHIA BLANCA,1400,FLORESTA,COMUNA 10,1407,C1407ABZ,"-5,848,927,955","-3,462,109,061"
2015,10073,Anonimos,Navajo Entertainment Sa,Programa Televisivo,12/8/2015,12/08/2015,"UGARTE, MANUEL 2945","UGARTE, MANUEL",2945,BELGRANO,COMUNA 13,1428,C1428BSU,"-5,846,704,078","-3,455,889,689"
2015,10193,Anonimos,Navajo Entertainment Sa,Programa Televisivo,10/8/2015,10/08/2015,VALDENEGRO 3430,VALDENEGRO,3430,VILLA URQUIZA,COMUNA 12,1431,C1431GAR,"-5,848,933,161","-3,456,329,241"
2015,10276,Anonimos,Navajo Entertainment Sa,Programa Televisivo,7/8/2015,07/08/2015,VELEZ SARSFIELD AV. 405,VELEZ SARSFIELD AV.,405,PARQUE PATRICIOS,COMUNA 4,1282,C1282AFE,"-5,839,006,753","-3,463,922,954"
2016,11381,Apertura,Ideas Del Sur Sa,Programa Televisivo,6/5/2016,06/05/2016,CAVIA 2901,CAVIA,2901,PALERMO,COMUNA 14,1425,C1425DDA,"-5,840,781,034","-3,457,809,733"
2016,11402,Apertura,Ideas Del Sur Sa,Programa Televisivo,9/5/2016,09/05/2016,"MONTT, PEDRO, PRES. AV. 3501","MONTT, PEDRO, PRES. AV.",3501,PALERMO,COMUNA 14,1425,C1425CIA,"-5,842,113,891","-3,457,079,301"
2016,11403,Apertura,Ideas Del Sur Sa,Programa Televisivo,9/5/2016,09/05/2016,"FIGUEROA ALCORTA, PRES. AV. 5600","FIGUEROA ALCORTA, PRES. AV.",5600,PALERMO,COMUNA 14,1426,C1426CBS,"-5,842,591,113","-3,456,032,762"
2016,11427,Apertura,Ideas Del Sur Sa,Programa Televisivo,12/5/2016,12/05/2016,CASTEX 3422,CASTEX,3422,PALERMO,COMUNA 14,1425,C1425CDH,"-5,840,631,583","-3,457,769,307"
2016,11428,Apertura,Ideas Del Sur Sa,Programa Televisivo,12/5/2016,12/05/2016,ARRIBEÃ‘OS 2501,ARRIBEÃ‘OS,2501,BELGRANO,COMUNA 13,1428,C1428API,"-5,845,328,818","-3,455,432,574"
2016,11435,Apertura,Ideas Del Sur Sa,Programa Televisivo,12/5/2016,12/05/2016,CHONINO 3501,CHONINO,3501,PALERMO,COMUNA 14,,,"-5,840,280,178","-3,457,425,876"
2016,11441,Apertura,Ideas Del Sur Sa,Programa Televisivo,13/5/2016,13/05/2016,DEL LIBERTADOR AV. 3401,DEL LIBERTADOR AV.,3401,PALERMO,COMUNA 14,1425,C1425ABH,"-5,841,508,004","-3,457,456,786"
2012,1175,No Abras La Heladera En Patas,Ringo Buenos Aires Sa,Cine Publicitario,16/8/2012,16/08/2012,BAHIA BLANCA 313,BAHIA BLANCA,313,FLORESTA,COMUNA 10,1407,C1407ABE,"-5,848,188,181","-3,462,997,863"
2011,1176,Mr. Musculo Glass 2,Muuamed Srl,Cine Publicitario,25/1/2011,25/01/2011,BAHIA BLANCA 4022,BAHIA BLANCA,4022,VILLA DEVOTO,COMUNA 11,1419,C1419BAJ,"-5,851,144,253","-3,459,886,563"
2015,500,Apertura Ca 2015,Kapow Sa,Programa Televisivo,16/3/2015,16/03/2015,ALVAREZ JONTE AV. 3200,ALVAREZ JONTE AV.,3200,VILLA SANTA RITA,COMUNA 11,1416,C1416EYQ,"-5,848,785,875","-3,460,999,866"
2015,719,Apertura Ca 2015,Kapow Sa,Programa Televisivo,16/3/2015,16/03/2015,"ARAOZ DE LAMADRID, GREGORIO, GRAL. 700","ARAOZ DE LAMADRID, GREGORIO, GRAL.",700,LA BOCA,COMUNA 4,1166,C1166AAL,"-5,836,211,765","-3,463,867,061"
2015,2327,Apertura Ca 2015,Kapow Sa,Programa Televisivo,16/3/2015,16/03/2015,CERRITO 370,CERRITO,370,SAN NICOLÁS,COMUNA 1,1010,C1010AAH,"-5,838,222,905","-3,460,425,636"
2015,3794,Apertura Ca 2015,Kapow Sa,Programa Televisivo,16/3/2015,16/03/2015,DON PEDRO DE MENDOZA AV. 1929,DON PEDRO DE MENDOZA AV.,1929,LA BOCA,COMUNA 4,1169,C1169AAD,"-5,836,173,351","-3,463,964,177"
2015,4395,Apertura Ca 2015,Kapow Sa,Programa Televisivo,5/3/2015,05/03/2015,"FIGUEROA ALCORTA, PRES. AV. 2977","FIGUEROA ALCORTA, PRES. AV.",2977,RECOLETA,COMUNA 2,1425,C1425CKI,"-5,839,686,707","-3,458,115,891"
2015,1182,Abzurdah,M&s Produccion S.R.L.,Largometraje Con I.N.C.A.A.,11/1/2015,11/01/2015,BAIGORRIA 2926,BAIGORRIA,2926,VILLA DEL PARQUE,COMUNA 11,1417,C1417FRF,"-5,848,924,908","-3,460,277,083"
2015,4431,Apertura Ca 2015,Kapow Sa,Programa Televisivo,4/3/2015,04/03/2015,"FIGUEROA ALCORTA, PRES. AV. 6001","FIGUEROA ALCORTA, PRES. AV.",6001,PALERMO,COMUNA 14,1426,C1426CBK,"-5,843,002,156","-3,455,710,914"
2014,1184,Vick,Casta Diva Pictures Sa,Cine Publicitario,10/4/2014,10/04/2014,BALBASTRO 1942,BALBASTRO,1942,PARQUE CHACABUCO,COMUNA 7,1406,C1406ICL,"-5,844,491,909","-3,464,017,164"
2015,1185,Moscas Y Mosquitos,Fundacion Del Cine,Estudiantes,14/11/2015,14/11/2015,BALBASTRO 6089,BALBASTRO,6089,VILLA LUGANO,COMUNA 8,1439,C1439ARU,"-5,848,600,906","-3,467,483,796"
2014,1186,Aproveching,Rasti Films Sa,Cine Publicitario,9/12/2014,09/12/2014,"BALBIN, RICARDO, DR. AV. 2301","BALBIN, RICARDO, DR. AV.",2301,BELGRANO,COMUNA 13,1428,C1428CVA,"-5,846,375,983","-3,456,324,785"
2014,1187,Otra Vez,48m2 S.A.,Cortometraje,27/4/2014,27/04/2014,"BALBIN, RICARDO, DR. AV. 4008","BALBIN, RICARDO, DR. AV.",4008,SAAVEDRA,COMUNA 12,1430,C1430AAY,"-5,848,676,373","-3,455,501,346"
2011,1188,Mujer Conejo,Veronica Chen,Largometraje Con I.N.C.A.A.,14/4/2011,14/04/2011,"BALBIN, RICARDO, DR. AV. 4301","BALBIN, RICARDO, DR. AV.",4301,SAAVEDRA,COMUNA 12,1430,C1430ABB,"-5,849,302,675","-3,455,509,715"
2015,1189,De Donde Vengo A Donde Voy,23 S.A.,Cine Publicitario,1/9/2015,01/09/2015,"BALBIN, RICARDO, DR. AV. 4485","BALBIN, RICARDO, DR. AV.",4485,SAAVEDRA,COMUNA 12,1430,C1430ABC,"-5,849,597,786","-3,455,509,256"
2012,1190,Pense Que Iba A Haber Fiesta,Gale Cine Srl,Largometraje Con I.N.C.A.A.,20/12/2012,20/12/2012,"BALBIN, RICARDO, DR. AV. 4702","BALBIN, RICARDO, DR. AV.",4702,SAAVEDRA,COMUNA 12,1430,C1430ABS,"-5,849,793,289","-3,455,356,589"
2015,7781,Apertura Ca 2015,Kapow Sa,Programa Televisivo,16/3/2015,16/03/2015,"PELLEGRINI, CARLOS 400","PELLEGRINI, CARLOS",400,SAN NICOLÁS,COMUNA 1,1009,C1009ABH,"-5,838,098,103","-346,036,829"
2015,8895,Apertura Ca 2015,Kapow Sa,Programa Televisivo,16/3/2015,16/03/2015,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 992","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",992,SAN NICOLÁS,COMUNA 1,1035,C1035AAR,"-5,838,057,805","-346,043,239"
2011,1193,Alucinante,New Generation Entertainment Sa,Tv Ficción,23/3/2011,23/03/2011,BALBOA 558,BALBOA,558,PATERNAL,COMUNA 15,1427,C1427ATJ,"-5,846,873,042","-3,459,066,798"
2015,10206,Apertura Ca 2015,Kapow Sa,Programa Televisivo,16/3/2015,16/03/2015,"VALLE IBERLUCEA DEL, DR. 1251","VALLE IBERLUCEA DEL, DR.",1251,LA BOCA,COMUNA 4,1160,C1160ABM,"-583,620,724","-3,463,905,723"
2014,1195,Campania Antiargentina,Magoya Films Sa,Largometraje Con I.N.C.A.A.,25/3/2014,25/03/2014,BALBOA 558,BALBOA,558,PATERNAL,COMUNA 15,1427,C1427ATJ,"-5,846,873,042","-3,459,066,798"
2014,1196,Campania Antiargentina,Magoya Films Sa,Largometraje Con I.N.C.A.A.,31/3/2014,31/03/2014,BALBOA 558,BALBOA,558,PATERNAL,COMUNA 15,1427,C1427ATJ,"-5,846,873,042","-3,459,066,798"
2012,1197,Chasquido,Folk Cine Sa,Cine Publicitario,29/2/2012,29/02/2012,BALBOA 558,BALBOA,558,PATERNAL,COMUNA 15,1427,C1427ATJ,"-5,846,873,042","-3,459,066,798"
2013,1198,Olx,Eyeworks Argentina Sa,Cine Publicitario,9/7/2013,09/07/2013,BALBOA 558,BALBOA,558,PATERNAL,COMUNA 15,1427,C1427ATJ,"-5,846,873,042","-3,459,066,798"
2013,4338,Apertura Y Clip Presentacion Temporada Rdm,Tres De Febrero Vision Srl,Programa Televisivo,8/3/2013,08/03/2013,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 4200","FERNANDEZ DE LA CRUZ, F., GRAL. AV.",4200,VILLA SOLDATI,COMUNA 8,1439,C1439CNR,"-5,845,690,375","-3,467,137,107"
2011,8485,Arquitectura,Senial De Cable Ciudad Abierta,Programa Televisivo,4/8/2011,04/08/2011,RIVADAVIA AV. 1700,RIVADAVIA AV.,1700,MONSERRAT,COMUNA 1,1033,C1033AAT,"-583,916,758","-3,460,934,929"
2014,1201,Ya No Me Gusta,Aleph Media Sa,Largometraje Nacional,11/5/2014,11/05/2014,BALBOA 558,BALBOA,558,PATERNAL,COMUNA 15,1427,C1427ATJ,"-5,846,873,042","-3,459,066,798"
2014,1202,Ya No Me Gusta,Aleph Media Sa,Largometraje Nacional,18/5/2014,18/05/2014,BALBOA 558,BALBOA,558,PATERNAL,COMUNA 15,1427,C1427ATJ,"-5,846,873,042","-3,459,066,798"
2015,1203,Ojala Vivas Tiempos Interesantes,Rio Rojo Contenidos Srl,Largometraje Con I.N.C.A.A.,16/11/2015,16/11/2015,BALBOA 558,BALBOA,558,PATERNAL,COMUNA 15,1427,C1427ATJ,"-5,846,873,042","-3,459,066,798"
2011,8486,Arquitectura,Senial De Cable Ciudad Abierta,Programa Televisivo,27/7/2011,27/07/2011,RIVADAVIA AV. 1700,RIVADAVIA AV.,1700,MONSERRAT,COMUNA 1,1033,C1033AAT,"-583,916,758","-3,460,934,929"
2015,3868,Art Attack,Non Stop Digital Sa,Programa Televisivo,9/2/2015,09/02/2015,DORREGO 1898,DORREGO,1898,COLEGIALES,COMUNA 13,1414,C1414CLN,"-5,844,199,514","-3,458,038,244"
2015,4314,Art Attack,Non Stop Digital Sa,Programa Televisivo,12/2/2015,12/02/2015,"EZCURRA, ENCARNACION 600","EZCURRA, ENCARNACION",600,PUERTO MADERO,COMUNA 1,1107,C1107BUA,"-5,836,031,799","-3,461,601,579"
2015,7857,Art Attack,Non Stop Digital Sa,Programa Televisivo,14/1/2015,14/01/2015,PERGAMINO 17,PERGAMINO,17,FLORESTA,COMUNA 10,1406,C1406FHA,"-5,847,448,857","-3,463,242,073"
2013,10615,Asamblea Año Xiii,El Hilo Srl,Programa Televisivo,9/2/2013,09/02/2013,"YRIGOYEN, HIPOLITO AV. 1701","YRIGOYEN, HIPOLITO AV.",1701,MONSERRAT,COMUNA 1,1089,C1089AAG,"-5,839,028,011","-346,100,719"
2013,10616,Asamblea Año Xiii,El Hilo Srl,Programa Televisivo,26/2/2013,26/02/2013,"YRIGOYEN, HIPOLITO AV. 1701","YRIGOYEN, HIPOLITO AV.",1701,MONSERRAT,COMUNA 1,1089,C1089AAG,"-5,839,028,011","-346,100,719"
2014,2967,Asombrosamente,Art Depot Srl,Programa Televisivo,29/10/2014,29/10/2014,"COSSETTINI, OLGA 1300","COSSETTINI, OLGA",1300,PUERTO MADERO,COMUNA 1,1107,C1107CEF,"-5,836,322,658","-3,461,270,297"
2015,1211,Breuniger,Casares Nicolas Otero Sebastian Sh,Fotografía,1/2/2015,01/02/2015,BALCARCE 1,BALCARCE,1,SAN NICOLÁS,COMUNA 1,1064,C1064AAA,"-5,837,107,916","-3,460,779,262"
2012,1212,Enerc,Enerc,Estudiantes,17/10/2012,17/10/2012,BALCARCE 1000,BALCARCE,1000,SAN TELMO,COMUNA 1,1064,C1064AAT,"-5,837,008,406","-3,461,928,764"
2012,1213,La Chica De La Foto,Fundacion Del Cine,Estudiantes,18/6/2012,18/06/2012,BALCARCE 1023,BALCARCE,1023,SAN TELMO,COMUNA 1,1064,C1064AAU,"-58,370,124","-3,461,967,735"
2012,1214,La Mujer De La Foto,Fundacion Del Cine,Estudiantes,9/12/2012,09/12/2012,BALCARCE 1050,BALCARCE,1050,SAN TELMO,COMUNA 1,1064,C1064AAV,"-5,837,002,905","-3,461,994,368"
2014,1215,Monte,Fundacion Del Cine,Estudiantes,5/8/2014,05/08/2014,BALCARCE 1050,BALCARCE,1050,SAN TELMO,COMUNA 1,1064,C1064AAV,"-5,837,002,905","-3,461,994,368"
2012,1216,Una Chica Y Una Foto,Fundacion Del Cine,Estudiantes,25/8/2012,25/08/2012,BALCARCE 1050,BALCARCE,1050,SAN TELMO,COMUNA 1,1064,C1064AAV,"-5,837,002,905","-3,461,994,368"
